opponent_name,opponent_deck_name,wins,losses,ties,win_pct,matches_played,meta_share
Crobat ex Mega Absol ex,crobat-ex-a4-mega-absol-ex-b1,4,2,0,66.67,6,0.0
Mega Venusaur ex,mega-venusaur-ex-b1a,4,2,0,66.67,6,0.0
Bellibolt ex Greninja,bellibolt-ex-b2a-greninja-a1,2,1,0,66.67,3,0.0
Bellibolt ex Magnezone,bellibolt-ex-b2a-magnezone-a2,2,1,0,66.67,3,0.0
Mega Blaziken ex,mega-blaziken-ex-b1,7,3,0,70.0,10,0.0
Silvally,silvally-a3a,5,2,0,71.43,7,0.0
Mega Lopunny ex Annihilape,mega-lopunny-ex-b1a-annihilape-b2a,45,17,0,72.58,62,0.0
Mega Absol ex Darkrai ex,mega-absol-ex-b1-darkrai-ex-a2,8,2,1,72.73,11,0.0
Meowscarada ex Meowscarada,meowscarada-ex-b2a-meowscarada-a2b,24,9,0,72.73,33,0.0
Greninja Oricorio,greninja-a1-oricorio-a3,27,10,0,72.97,37,0.0
Mega Blaziken ex Heatmor,mega-blaziken-ex-heatmor-b1,11,4,0,73.33,15,0.0
Mimikyu ex Greninja,mimikyu-ex-b2-greninja-a1,9,3,0,75.0,12,0.0
Gholdengo ex Orthworm,gholdengo-ex-orthworm-b2a,6,2,0,75.0,8,0.0
Dragonite ex Dragonite,dragonite-ex-a3b-dragonite-a1,3,1,0,75.0,4,0.0
Chandelure Greavard,chandelure-b2-greavard-b2a,3,1,0,75.0,4,0.0
Serperior Teal Mask Ogerpon ex,serperior-a1a-teal-mask-ogerpon-ex-b2,3,1,0,75.0,4,0.0
Mega Blaziken ex Entei ex,mega-blaziken-ex-b1-entei-ex-a4a,8,2,0,80.0,10,0.0
Alolan Ninetales ex Greninja,alolan-ninetales-ex-b2-greninja-a1,4,1,0,80.0,5,0.0
Mega Venusaur ex Chingling,mega-venusaur-ex-b1a-chingling-b1,4,1,0,80.0,5,0.0
Gholdengo ex Dialga ex,gholdengo-ex-b2a-dialga-ex-a2,10,2,0,83.33,12,0.0
Chandelure Meowth,chandelure-meowth-b2,7,1,0,87.5,8,0.0
Galvantula Greninja,galvantula-a3b-greninja-a1,21,1,0,95.45,22,0.0
Dusknoir Houndstone,dusknoir-b1-houndstone-b2a,1,0,0,100.0,1,0.0
Mega Gardevoir ex Gengar ex,mega-gardevoir-ex-b2-gengar-ex-a1,1,0,0,100.0,1,0.0
Blastoise ex Mantyke,blastoise-ex-a1-mantyke-a4a,1,0,0,100.0,1,0.0
Mega Lopunny ex Mankey,mega-lopunny-ex-b1a-mankey-a1a,1,0,0,100.0,1,0.0
Alolan Ninetales ex Chien-Pao ex,alolan-ninetales-ex-b2-chien-pao-ex-b2a,1,0,0,100.0,1,0.0
Armarouge ex Skeledirge,armarouge-ex-skeledirge-b2a,1,0,0,100.0,1,0.0
Mega Swampert ex Swampert,mega-swampert-ex-swampert-b2,1,0,0,100.0,1,0.0
Leafeon ex Eevee ex,leafeon-ex-a2a-eevee-ex-a3b,1,0,0,100.0,1,0.0
Silvally Tyrantrum,silvally-a3a-tyrantrum-b2,1,0,0,100.0,1,0.0
Pikachu ex Raichu,pikachu-ex-raichu-a1,1,0,0,100.0,1,0.0
Mega Blaziken ex Skeledirge,mega-blaziken-ex-b1-skeledirge-b2a,1,0,0,100.0,1,0.0
Hydreigon,hydreigon-b1,1,0,0,100.0,1,0.0
Garchomp ex Sylveon ex,garchomp-ex-a2a-sylveon-ex-a3b,1,0,0,100.0,1,0.0
Buzzwole ex Pheromosa,buzzwole-ex-pheromosa-a3a,1,0,0,100.0,1,0.0
Mega Kangaskhan ex,mega-kangaskhan-ex-b2,1,0,0,100.0,1,0.0
Armarouge ex Charmeleon,armarouge-ex-b2a-charmeleon-b1a,1,0,0,100.0,1,0.0
Pawmot Mega Kangaskhan ex,pawmot-b2a-mega-kangaskhan-ex-b2,1,0,0,100.0,1,0.0
Rampardos Tyrantrum,rampardos-a2-tyrantrum-b2,1,0,0,100.0,1,0.0
Annihilape Aerodactyl ex,annihilape-b2a-aerodactyl-ex-a1a,1,0,0,100.0,1,0.0
Jumpluff ex Galarian Cursola,jumpluff-ex-galarian-cursola-a4a,1,0,0,100.0,1,0.0
Greninja ex Alolan Ninetales ex,greninja-ex-b1-alolan-ninetales-ex-b2,1,0,0,100.0,1,0.0
Tyrantrum Meowth,tyrantrum-meowth-b2,1,0,0,100.0,1,0.0
Blacephalon ex,blacephalon-ex-b2,1,0,0,100.0,1,0.0
Vanilluxe Alcremie,vanilluxe-b2-alcremie-a3b,1,0,0,100.0,1,0.0
Jolteon ex Pawmot,jolteon-ex-b1-pawmot-b2a,1,0,0,100.0,1,0.0
Bellibolt ex Magneton,bellibolt-ex-b2a-magneton-a1,1,0,0,100.0,1,0.0
Aerodactyl ex Meowth,aerodactyl-ex-a1a-meowth-b2,1,0,0,100.0,1,0.0
Umbreon ex Greninja,umbreon-ex-a4-greninja-a1,1,0,0,100.0,1,0.0
Giratina ex Blissey,giratina-ex-a2b-blissey-a4,1,0,0,100.0,1,0.0
Gengar Mega Kangaskhan ex,gengar-a1-mega-kangaskhan-ex-b2,1,0,0,100.0,1,0.0
Chien-Pao ex Starmie ex,chien-pao-ex-b2a-starmie-ex-a1,1,0,0,100.0,1,0.0
Jumpluff ex Meowth,jumpluff-ex-a4a-meowth-b2,1,0,0,100.0,1,0.0
